elapsed_time,movement_counter,adjusted_acceleration,max_acceleration,adjusted_spin,direction_change,direction_change_signal,ball_pos_x,ball_pos_y,ball_pos_z,ball_distance_traveled,movement_time,speed
3.556,25,0.1782773420663069,0.1782773420663069,34.667968999999985,0,0,1472.0,1314.0,-2148.0,0.0,0.075,0.223
3.62,25,0.1782773420663069,0.1782773420663069,34.667968999999985,0,0,1472.0,1314.0,-2148.0,0.0,0.075,0.223
3.645,25,0.1765527019098745,0.1782773420663069,34.667968999999985,0,1,1472.0,1314.0,-2148.0,0.0,0.075,0.223
3.646,25,0.1765527019098745,0.1782773420663069,34.667968999999985,0,1,1472.0,1314.0,-2148.0,0.0,0.075,0.223
3.647,25,0.1765442942748532,0.1782773420663069,34.667968999999985,0,0,1472.0,1314.0,-2148.0,0.0,0.075,0.223
3.654,26,0.1765442942748532,0.1792488812581878,34.667968999999985,0,0,1463.0,1310.0,-2112.0,0.01,0.112,0.7316
3.691,26,0.1766287977042407,0.1792488812581878,34.667968999999985,0,0,1463.0,1310.0,-2112.0,0.0,0.112,0.7316
3.729,26,0.1766287977042407,0.1792488812581878,34.667968999999985,0,0,1444.0,1273.0,-2078.0,0.042,0.075,0.7316
3.732,26,0.1766287977042407,0.1792488812581878,34.667968999999985,0,0,1444.0,1273.0,-2078.0,0.0,0.075,0.7316
3.735,26,0.1766287977042407,0.1792488812581878,34.667968999999985,0,0,1444.0,1273.0,-2078.0,0.0,0.075,0.7316
3.781,26,0.1792488812581878,0.1792488812581878,34.667968999999985,0,1,1444.0,1273.0,-2078.0,0.0,0.075,0.7316
