elapsed_time,movement_counter,adjusted_acceleration,max_acceleration,adjusted_spin,direction_change,direction_change_signal,ball_pos_x,ball_pos_y,ball_pos_z,ball_distance_traveled,movement_time,speed
11.296,77,0.1793856578847628,0.1793856578847628,34.667968999999985,0,0,1308.0,1217.0,-1815.0,0.0,0.0,0.4952
11.308,77,0.1793856578847628,0.1793856578847628,34.667968999999985,0,0,1308.0,1217.0,-1815.0,0.0,0.0,0.4952
11.341,77,0.1770151975580876,0.1793856578847628,34.667968999999985,0,0,1308.0,1217.0,-1815.0,0.0,0.0,0.4952
11.341,77,0.175658341196594,0.1793856578847628,34.667968999999985,0,0,1308.0,1217.0,-1815.0,0.0,0.0,0.4952
11.342,78,0.175658341196594,0.175658341196594,34.667968999999985,0,0,1297.0,1209.0,-1808.0,0.014,0.111,0.5514
11.386,78,0.175658341196594,0.175658341196594,34.667968999999985,0,0,1297.0,1209.0,-1808.0,0.0,0.111,0.5514
11.387,78,0.1755006341541532,0.175658341196594,34.667968999999985,0,0,1297.0,1209.0,-1808.0,0.0,0.111,0.5514
11.43,78,0.1746733222331942,0.175658341196594,34.667968999999985,0,0,1297.0,1209.0,-1808.0,0.0,0.111,0.5514
11.431,78,0.1746733222331942,0.175658341196594,34.667968999999985,0,0,1297.0,1209.0,-1808.0,0.0,0.111,0.5514
11.454,79,0.1746733222331942,0.1781744390826847,34.667968999999985,0,0,1306.0,1215.0,-1817.0,0.011,0.112,0.3536
11.475,79,0.1781744390826847,0.1781744390826847,34.667968999999985,0,0,1306.0,1215.0,-1817.0,0.0,0.112,0.3536
11.476,79,0.1781744390826847,0.1781744390826847,34.667968999999985,0,0,1306.0,1215.0,-1817.0,0.0,0.112,0.3536
11.495,79,0.1781744390826847,0.1781744390826847,34.667968999999985,0,0,1306.0,1215.0,-1817.0,0.0,0.112,0.3536
11.533,79,0.1781744390826847,0.1781744390826847,34.667968999999985,0,0,1306.0,1215.0,-1817.0,0.0,0.112,0.3536
11.566,80,0.1761845533185862,0.2034408649588384,34.667968999999985,0,0,1322.0,1229.0,-1825.0,0.021,0.112,0.675
11.567,80,0.1761845533185862,0.2034408649588384,34.667968999999985,0,1,1322.0,1229.0,-1825.0,0.0,0.112,0.675
11.568,80,0.1761845533185862,0.2034408649588384,34.667968999999985,0,1,1322.0,1229.0,-1825.0,0.0,0.112,0.675
11.569,80,0.1758897593793665,0.2034408649588384,34.667968999999985,0,1,1322.0,1229.0,-1825.0,0.0,0.112,0.675
11.608,80,0.1758897593793665,0.2034408649588384,34.667968999999985,0,1,1322.0,1229.0,-1825.0,0.0,0.112,0.675
11.611,80,0.17816249191100608,0.2034408649588384,34.667968999999985,0,1,1322.0,1229.0,-1825.0,0.0,0.112,0.675
11.642,80,0.17816249191100608,0.2034408649588384,34.667968999999985,0,1,1334.0,1224.0,-1845.0,0.013,0.076,0.675
11.655,80,0.17816249191100608,0.2034408649588384,34.667968999999985,0,1,1334.0,1224.0,-1845.0,0.0,0.076,0.675
11.656,80,0.1785442300859361,0.2034408649588384,34.667968999999985,0,1,1334.0,1224.0,-1845.0,0.0,0.076,0.675
11.704,80,0.2034408649588384,0.2034408649588384,34.667968999999985,0,1,1334.0,1224.0,-1845.0,0.0,0.076,0.675
11.704,80,0.2034408649588384,0.2034408649588384,34.667968999999985,0,1,1334.0,1224.0,-1845.0,0.0,0.076,0.675
11.72,80,0.2034408649588384,0.2034408649588384,34.667968999999985,0,1,1334.0,1224.0,-1845.0,0.0,0.076,0.675
11.754,81,0.2034408649588384,0.2034408649588384,34.667968999999985,0,1,1329.0,1229.0,-1854.0,0.007,0.112,0.383
11.761,81,0.1758790478134884,0.2034408649588384,34.667968999999985,0,1,1329.0,1229.0,-1854.0,0.0,0.112,0.383
11.79,81,0.1759031121958337,0.2034408649588384,34.667968999999985,0,1,1329.0,1229.0,-1854.0,0.0,0.112,0.383
11.791,81,0.1759031121958337,0.2034408649588384,34.667968999999985,0,1,1329.0,1229.0,-1854.0,0.0,0.112,0.383
11.792,81,0.1759031121958337,0.2034408649588384,34.667968999999985,0,1,1329.0,1229.0,-1854.0,0.0,0.112,0.383
11.829,81,0.1759031121958337,0.2034408649588384,34.667968999999985,0,0,1336.0,1220.0,-1856.0,0.011,0.075,0.383
11.832,81,0.1759031121958337,0.2034408649588384,34.667968999999985,0,0,1336.0,1220.0,-1856.0,0.0,0.075,0.383
11.836,81,0.1784114098241601,0.2034408649588384,34.667968999999985,0,0,1336.0,1220.0,-1856.0,0.0,0.075,0.383
11.927,81,0.176723698048241,0.2034408649588384,34.667968999999985,0,0,1336.0,1220.0,-1856.0,0.0,0.075,0.383
11.928,81,0.176723698048241,0.2034408649588384,34.667968999999985,0,0,1336.0,1220.0,-1856.0,0.0,0.075,0.383
11.933,81,0.1759692899712881,0.2034408649588384,34.667968999999985,0,0,1336.0,1220.0,-1856.0,0.0,0.075,0.383
11.942,82,0.1759692899712881,0.1761501734656939,34.667968999999985,0,0,1318.0,1224.0,-1863.0,0.018,0.113,0.5553
11.946,82,0.1759692899712881,0.1761501734656939,34.667968999999985,0,0,1318.0,1224.0,-1863.0,0.0,0.113,0.5553
11.971,82,0.1759692899712881,0.1761501734656939,34.667968999999985,0,0,1318.0,1224.0,-1863.0,0.0,0.113,0.5553
11.972,82,0.1761501734656939,0.1761501734656939,34.667968999999985,0,0,1318.0,1224.0,-1863.0,0.0,0.113,0.5553
12.015,82,0.1761501734656939,0.1761501734656939,34.667968999999985,0,0,1318.0,1224.0,-1863.0,0.0,0.113,0.5553
12.02,82,0.1761501734656939,0.1761501734656939,34.667968999999985,0,0,1318.0,1224.0,-1863.0,0.0,0.113,0.5553
12.054,83,0.1761501734656939,0.1784451896836248,34.667968999999985,0,0,1325.0,1236.0,-1841.0,0.014,0.112,0.45
12.06,83,0.1761501734656939,0.1784451896836248,34.667968999999985,0,0,1325.0,1236.0,-1841.0,0.0,0.112,0.45
12.061,83,0.1784451896836248,0.1784451896836248,34.667968999999985,0,0,1325.0,1236.0,-1841.0,0.0,0.112,0.45
12.062,83,0.1766079659865869,0.1784451896836248,34.667968999999985,0,0,1325.0,1236.0,-1841.0,0.0,0.112,0.45
12.105,83,0.1766079659865869,0.1784451896836248,34.667968999999985,0,1,1325.0,1236.0,-1841.0,0.0,0.112,0.45
12.106,83,0.1766079659865869,0.1784451896836248,34.667968999999985,0,1,1325.0,1236.0,-1841.0,0.0,0.112,0.45
12.107,83,0.1749525391496958,0.1784451896836248,34.667968999999985,0,1,1325.0,1236.0,-1841.0,0.0,0.112,0.45
12.13,83,0.1749525391496958,0.1784451896836248,34.667968999999985,0,1,1319.0,1226.0,-1845.0,0.012,0.076,0.45
12.133,83,0.1749525391496958,0.1784451896836248,34.667968999999985,0,1,1319.0,1226.0,-1845.0,0.0,0.076,0.45
12.151,83,0.1755021816364761,0.1784451896836248,34.667968999999985,0,1,1319.0,1226.0,-1845.0,0.0,0.076,0.45
12.195,83,0.1755021816364761,0.1784451896836248,34.667968999999985,0,1,1319.0,1226.0,-1845.0,0.0,0.076,0.45
12.196,83,0.1755021816364761,0.1784451896836248,34.667968999999985,0,1,1319.0,1226.0,-1845.0,0.0,0.076,0.45
12.197,83,0.1769663333793061,0.1784451896836248,34.667968999999985,0,1,1319.0,1226.0,-1845.0,0.0,0.076,0.45
12.208,83,0.1769663333793061,0.1784451896836248,34.667968999999985,0,1,1319.0,1226.0,-1845.0,0.0,0.076,0.45
12.24,83,0.1769663333793061,0.1784451896836248,34.667968999999985,0,1,1319.0,1226.0,-1845.0,0.0,0.076,0.45
12.241,84,0.1769663333793061,0.1774297129542388,34.667968999999985,0,1,1307.0,1242.0,-1852.0,0.02,0.111,0.616
12.286,84,0.1774297129542388,0.1774297129542388,34.667968999999985,0,1,1307.0,1242.0,-1852.0,0.0,0.111,0.616
12.287,84,0.1774297129542388,0.1774297129542388,34.667968999999985,0,1,1307.0,1242.0,-1852.0,0.0,0.111,0.616
12.32,84,0.1774297129542388,0.1774297129542388,34.667968999999985,0,1,1307.0,1242.0,-1852.0,0.0,0.111,0.616
12.333,84,0.1774297129542388,0.1774297129542388,34.667968999999985,0,1,1307.0,1242.0,-1852.0,0.0,0.111,0.616
12.336,84,0.1745500293282933,0.1774297129542388,34.667968999999985,0,1,1307.0,1242.0,-1852.0,0.0,0.111,0.616
12.354,85,0.1745500293282933,0.17674344111190599,34.667968999999985,0,1,1304.0,1238.0,-1844.0,0.005,0.113,0.1593
12.375,85,0.1745500293282933,0.17674344111190599,34.667968999999985,0,1,1304.0,1238.0,-1844.0,0.0,0.113,0.1593
12.376,85,0.1764762795787505,0.17674344111190599,34.667968999999985,0,1,1304.0,1238.0,-1844.0,0.0,0.113,0.1593
12.421,85,0.1764762795787505,0.17674344111190599,34.667968999999985,0,0,1304.0,1238.0,-1844.0,0.0,0.113,0.1593
12.429,85,0.1764762795787505,0.17674344111190599,34.667968999999985,0,0,1297.0,1245.0,-1842.0,0.01,0.075,0.1593
12.433,85,0.1764762795787505,0.17674344111190599,34.667968999999985,0,0,1297.0,1245.0,-1842.0,0.0,0.075,0.1593
12.474,85,0.17674344111190599,0.17674344111190599,34.667968999999985,0,0,1297.0,1245.0,-1842.0,0.0,0.075,0.1593
12.508,85,0.17674344111190599,0.17674344111190599,34.667968999999985,0,0,1297.0,1245.0,-1842.0,0.0,0.075,0.1593
12.542,86,0.17674344111190599,0.17674344111190599,34.667968999999985,0,0,1294.0,1240.0,-1828.0,0.006,0.113,0.3064
12.6,86,0.17674344111190599,0.17674344111190599,34.667968999999985,0,0,1294.0,1240.0,-1828.0,0.0,0.113,0.3064
12.601,86,0.17605233810574838,0.17674344111190599,34.667968999999985,0,0,1294.0,1240.0,-1828.0,0.0,0.113,0.3064
12.602,86,0.17605233810574838,0.17674344111190599,34.667968999999985,0,1,1294.0,1240.0,-1828.0,0.0,0.113,0.3064
12.62,86,0.17605233810574838,0.17674344111190599,34.667968999999985,0,1,1294.0,1240.0,-1828.0,0.0,0.113,0.3064
12.645,86,0.1749877554025947,0.17674344111190599,34.667968999999985,0,1,1294.0,1240.0,-1828.0,0.0,0.113,0.3064
12.646,86,0.1749877554025947,0.17674344111190599,34.667968999999985,0,1,1294.0,1240.0,-1828.0,0.0,0.113,0.3064
12.647,86,0.1749877554025947,0.17674344111190599,34.667968999999985,0,1,1294.0,1240.0,-1828.0,0.0,0.113,0.3064
12.654,87,0.1749877554025947,0.1759517937725173,34.667968999999985,0,1,1310.0,1232.0,-1821.0,0.018,0.112,0.5786
12.693,87,0.1758836666428003,0.1759517937725173,34.667968999999985,0,1,1310.0,1232.0,-1821.0,0.0,0.112,0.5786
12.694,87,0.1758836666428003,0.1759517937725173,34.667968999999985,0,1,1310.0,1232.0,-1821.0,0.0,0.112,0.5786
12.729,87,0.1758836666428003,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.007,0.075,0.5786
12.732,87,0.1758836666428003,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.78,87,0.17497750907365228,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.781,87,0.17497750907365228,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.782,87,0.175450901786645,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.807,87,0.175450901786645,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.825,87,0.175450901786645,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.826,87,0.175450901786645,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.828,87,0.1759517937725173,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.87,87,0.1759517937725173,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.871,87,0.1750514366222711,0.1759517937725173,34.667968999999985,0,1,1312.0,1239.0,-1820.0,0.0,0.075,0.5786
12.879,88,0.1750514366222711,0.1761722254331273,34.667968999999985,0,1,1311.0,1227.0,-1811.0,0.012,0.15,0.304
12.916,88,0.1750514366222711,0.1761722254331273,34.667968999999985,0,1,1311.0,1227.0,-1811.0,0.0,0.15,0.304
12.92,88,0.1750514366222711,0.1761722254331273,34.667968999999985,0,0,1311.0,1227.0,-1811.0,0.0,0.15,0.304
12.961,88,0.1761722254331273,0.1761722254331273,34.667968999999985,0,0,1311.0,1227.0,-1811.0,0.0,0.15,0.304
12.992,89,0.1761722254331273,0.1763160147630734,34.667968999999985,0,0,1306.0,1223.0,-1811.0,0.006,0.113,0.1912
13.005,89,0.1761722254331273,0.1763160147630734,34.667968999999985,0,0,1306.0,1223.0,-1811.0,0.0,0.113,0.1912
13.029,89,0.1761722254331273,0.1763160147630734,34.667968999999985,0,0,1295.0,1226.0,-1812.0,0.011,0.037,0.1912
13.033,89,0.1761722254331273,0.1763160147630734,34.667968999999985,0,0,1295.0,1226.0,-1812.0,0.0,0.037,0.1912
13.05,89,0.1754272720406822,0.1763160147630734,34.667968999999985,0,0,1295.0,1226.0,-1812.0,0.0,0.037,0.1912
13.051,89,0.1754272720406822,0.1763160147630734,34.667968999999985,0,1,1295.0,1226.0,-1812.0,0.0,0.037,0.1912
13.096,89,0.1763160147630734,0.1763160147630734,34.667968999999985,0,1,1295.0,1226.0,-1812.0,0.0,0.037,0.1912
13.097,89,0.1763160147630734,0.1763160147630734,34.667968999999985,0,1,1295.0,1226.0,-1812.0,0.0,0.037,0.1912
13.108,89,0.1763160147630734,0.1763160147630734,34.667968999999985,0,1,1295.0,1226.0,-1812.0,0.0,0.037,0.1912
13.14,89,0.1741078027292737,0.1763160147630734,34.667968999999985,0,1,1295.0,1226.0,-1812.0,0.0,0.037,0.1912
13.141,89,0.1741078027292737,0.1763160147630734,34.667968999999985,0,1,1295.0,1226.0,-1812.0,0.0,0.037,0.1912
13.142,90,0.1741078027292737,0.1780743216937779,34.667968999999985,0,1,1306.0,1229.0,-1811.0,0.011,0.113,0.528
13.186,90,0.1780743216937779,0.1780743216937779,34.667968999999985,0,1,1306.0,1229.0,-1811.0,0.0,0.113,0.528
13.186,90,0.1778793664645952,0.1780743216937779,34.667968999999985,0,1,1306.0,1229.0,-1811.0,0.0,0.113,0.528
13.22,90,0.1778793664645952,0.1780743216937779,34.667968999999985,0,1,1306.0,1229.0,-1811.0,0.0,0.113,0.528
13.231,90,0.1749963219264952,0.1780743216937779,34.667968999999985,0,0,1306.0,1229.0,-1811.0,0.0,0.113,0.528
13.276,90,0.1757036700731687,0.1780743216937779,34.667968999999985,0,0,1306.0,1229.0,-1811.0,0.0,0.113,0.528
13.321,90,0.1757036700731687,0.1780743216937779,34.667968999999985,0,0,1306.0,1229.0,-1811.0,0.0,0.113,0.528
13.322,90,0.1763924636692509,0.1780743216937779,34.667968999999985,0,0,1306.0,1229.0,-1811.0,0.0,0.113,0.528
13.329,91,0.1763924636692509,0.1770498252777664,34.667968999999985,0,0,1302.0,1219.0,-1812.0,0.011,0.187,0.2118
13.33,91,0.1763924636692509,0.1770498252777664,34.667968999999985,0,0,1308.0,1225.0,-1796.0,0.008,0.001,0.2118
13.332,91,0.1763924636692509,0.1770498252777664,34.667968999999985,0,0,1308.0,1225.0,-1796.0,0.0,0.001,0.2118
13.408,91,0.1763924636692509,0.1770498252777664,34.667968999999985,0,0,1308.0,1225.0,-1796.0,0.0,0.001,0.2118
13.41,91,0.1763924636692509,0.1770498252777664,34.667968999999985,0,0,1308.0,1225.0,-1796.0,0.0,0.001,0.2118
13.411,91,0.1770498252777664,0.1770498252777664,34.667968999999985,0,0,1308.0,1225.0,-1796.0,0.0,0.001,0.2118
13.412,91,0.1770498252777664,0.1770498252777664,34.667968999999985,0,0,1308.0,1225.0,-1796.0,0.0,0.001,0.2118
13.442,92,0.1770498252777664,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.01,0.112,0.5735
13.455,92,0.1770498252777664,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.0,0.112,0.5735
13.456,92,0.1781471809806876,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.0,0.112,0.5735
13.457,92,0.1781471809806876,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.0,0.112,0.5735
13.514,92,0.1781471809806876,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.0,0.112,0.5735
13.515,92,0.1768048477673436,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.0,0.112,0.5735
13.52,92,0.1768048477673436,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.0,0.112,0.5735
13.545,92,0.1768048477673436,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.0,0.112,0.5735
13.592,92,0.1757999553282324,0.1781471809806876,34.667968999999985,0,0,1318.0,1222.0,-1799.0,0.0,0.112,0.5735
13.629,93,0.1757999553282324,0.1759798254859943,34.667968999999985,0,0,1326.0,1227.0,-1814.0,0.009,0.187,0.1733
13.629,93,0.1757999553282324,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.011,0.0,0.1733
13.632,93,0.1757999553282324,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.636,93,0.1757999553282324,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.637,93,0.1753942829199198,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.68,93,0.1753942829199198,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.708,93,0.1753942829199198,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.725,93,0.1759666414833894,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.726,93,0.1759666414833894,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.727,93,0.1759666414833894,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.771,93,0.1759798254859943,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.815,93,0.1756906941489211,0.1759798254859943,34.667968999999985,0,0,1337.0,1229.0,-1817.0,0.0,0.0,0.1733
13.816,94,0.1756906941489211,0.1764394664769953,34.667968999999985,0,0,1334.0,1212.0,-1824.0,0.017,0.187,0.539
13.82,94,0.1756906941489211,0.1764394664769953,34.667968999999985,0,0,1334.0,1212.0,-1824.0,0.0,0.187,0.539
13.854,94,0.1756906941489211,0.1764394664769953,34.667968999999985,0,0,1332.0,1205.0,-1834.0,0.007,0.038,0.539
13.86,94,0.1756906941489211,0.1764394664769953,34.667968999999985,0,0,1332.0,1205.0,-1834.0,0.0,0.038,0.539
13.861,94,0.1756310451043832,0.1764394664769953,34.667968999999985,0,0,1332.0,1205.0,-1834.0,0.0,0.038,0.539
13.862,94,0.1756310451043832,0.1764394664769953,34.667968999999985,0,0,1332.0,1205.0,-1834.0,0.0,0.038,0.539
13.908,94,0.1764394664769953,0.1764394664769953,34.667968999999985,0,0,1332.0,1205.0,-1834.0,0.0,0.038,0.539
13.929,95,0.1764394664769953,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.003,0.075,0.3186
13.932,95,0.1764394664769953,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
13.95,95,0.1764394664769953,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
13.951,95,0.1769398011342831,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
13.996,95,0.1769398011342831,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
13.996,95,0.1769398011342831,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
13.997,95,0.1769398011342831,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
14.008,95,0.1769398011342831,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
14.04,95,0.1759558869467981,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
14.041,95,0.1759558869467981,0.1769398011342831,34.667968999999985,0,0,1334.0,1207.0,-1831.0,0.0,0.075,0.3186
14.042,96,0.1759558869467981,0.1759558869467981,34.667968999999985,0,0,1336.0,1224.0,-1839.0,0.017,0.113,0.5416
14.085,96,0.1749433514660979,0.1759558869467981,34.667968999999985,0,0,1336.0,1224.0,-1839.0,0.0,0.113,0.5416
14.086,96,0.1749433514660979,0.1759558869467981,34.667968999999985,0,0,1336.0,1224.0,-1839.0,0.0,0.113,0.5416
14.12,96,0.1749433514660979,0.1759558869467981,34.667968999999985,0,0,1336.0,1224.0,-1839.0,0.0,0.113,0.5416
14.136,96,0.1753285570031091,0.1759558869467981,34.667968999999985,0,0,1336.0,1224.0,-1839.0,0.0,0.113,0.5416
14.155,97,0.1753285570031091,0.1777860518084977,34.667968999999985,0,0,1343.0,1237.0,-1827.0,0.015,0.113,0.4779
14.22,97,0.1777860518084977,0.1777860518084977,34.667968999999985,0,0,1343.0,1237.0,-1827.0,0.0,0.113,0.4779
14.221,97,0.1777860518084977,0.1777860518084977,34.667968999999985,0,0,1343.0,1237.0,-1827.0,0.0,0.113,0.4779
14.222,97,0.1753251402785641,0.1777860518084977,34.667968999999985,0,0,1343.0,1237.0,-1827.0,0.0,0.113,0.4779
14.229,97,0.1753251402785641,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.01,0.074,0.4779
14.233,97,0.1753251402785641,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.0,0.074,0.4779
14.265,97,0.1753251402785641,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.0,0.074,0.4779
14.266,97,0.1758619732867868,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.0,0.074,0.4779
14.308,97,0.1758619732867868,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.0,0.074,0.4779
14.311,97,0.1758619732867868,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.0,0.074,0.4779
14.313,97,0.1763063214907788,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.0,0.074,0.4779
14.356,97,0.1763063214907788,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.0,0.074,0.4779
14.358,97,0.1768946655791071,0.1777860518084977,34.667968999999985,0,0,1347.0,1228.0,-1831.0,0.0,0.074,0.4779
14.379,98,0.1768946655791071,0.1768946655791071,34.667968999999985,0,0,1341.0,1215.0,-1831.0,0.014,0.15,0.3857
14.4,98,0.1768946655791071,0.1768946655791071,34.667968999999985,0,0,1341.0,1215.0,-1831.0,0.0,0.15,0.3857
14.42,98,0.1768946655791071,0.1768946655791071,34.667968999999985,0,0,1341.0,1215.0,-1831.0,0.0,0.15,0.3857
14.445,98,0.1768946655791071,0.1768946655791071,34.667968999999985,0,0,1341.0,1215.0,-1831.0,0.0,0.15,0.3857
14.446,98,0.1764797726706509,0.1768946655791071,34.667968999999985,0,0,1341.0,1215.0,-1831.0,0.0,0.15,0.3857
14.447,98,0.1764797726706509,0.1768946655791071,34.667968999999985,0,0,1341.0,1215.0,-1831.0,0.0,0.15,0.3857
14.529,99,0.1764797726706509,0.1774884994236608,34.667968999999985,0,0,1347.0,1204.0,-1839.0,0.013,0.15,0.312
14.53,99,0.1764797726706509,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.013,0.001,0.312
14.532,99,0.1764797726706509,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.0,0.001,0.312
14.551,99,0.176730514843394,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.0,0.001,0.312
14.551,99,0.1774884994236608,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.0,0.001,0.312
14.58,99,0.1774884994236608,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.0,0.001,0.312
14.581,99,0.1749417154946798,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.0,0.001,0.312
14.608,99,0.1749417154946798,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.0,0.001,0.312
14.625,99,0.1749417154946798,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.0,0.001,0.312
14.628,99,0.176477840168257,0.1774884994236608,34.667968999999985,0,0,1335.0,1208.0,-1824.0,0.0,0.001,0.312
14.641,100,0.176477840168257,0.176477840168257,34.667968999999985,0,0,1330.0,1205.0,-1805.0,0.006,0.111,0.6107
14.67,100,0.176477840168257,0.176477840168257,34.667968999999985,0,0,1330.0,1205.0,-1805.0,0.0,0.111,0.6107
14.671,100,0.1762325139426961,0.176477840168257,34.667968999999985,0,0,1330.0,1205.0,-1805.0,0.0,0.111,0.6107
14.672,100,0.1762325139426961,0.176477840168257,34.667968999999985,0,0,1330.0,1205.0,-1805.0,0.0,0.111,0.6107
14.715,100,0.1762929301822573,0.176477840168257,34.667968999999985,0,0,1330.0,1205.0,-1805.0,0.0,0.111,0.6107
14.72,100,0.1762929301822573,0.176477840168257,34.667968999999985,0,0,1330.0,1205.0,-1805.0,0.0,0.111,0.6107
14.754,101,0.1762929301822573,0.176980386443282,34.667968999999985,0,0,1335.0,1176.0,-1810.0,0.029,0.113,0.9239
14.761,101,0.1762929301822573,0.176980386443282,34.667968999999985,0,0,1335.0,1176.0,-1810.0,0.0,0.113,0.9239
14.762,101,0.1755651373596756,0.176980386443282,34.667968999999985,0,0,1335.0,1176.0,-1810.0,0.0,0.113,0.9239
14.763,101,0.1755651373596756,0.176980386443282,34.667968999999985,0,0,1335.0,1176.0,-1810.0,0.0,0.113,0.9239
14.806,101,0.1755651373596756,0.176980386443282,34.667968999999985,0,0,1335.0,1176.0,-1810.0,0.0,0.113,0.9239
14.807,101,0.1760312757594496,0.176980386443282,34.667968999999985,0,0,1335.0,1176.0,-1810.0,0.0,0.113,0.9239
14.829,101,0.1760312757594496,0.176980386443282,34.667968999999985,0,0,1346.0,1150.0,-1825.0,0.028,0.075,0.9239
14.833,101,0.1760312757594496,0.176980386443282,34.667968999999985,0,0,1346.0,1150.0,-1825.0,0.0,0.075,0.9239
14.85,101,0.1760312757594496,0.176980386443282,34.667968999999985,0,0,1346.0,1150.0,-1825.0,0.0,0.075,0.9239
14.851,101,0.1754598075112652,0.176980386443282,34.667968999999985,0,0,1346.0,1150.0,-1825.0,0.0,0.075,0.9239
14.896,101,0.176980386443282,0.176980386443282,34.667968999999985,0,0,1346.0,1150.0,-1825.0,0.0,0.075,0.9239
14.907,101,0.176980386443282,0.176980386443282,34.667968999999985,0,0,1346.0,1150.0,-1825.0,0.0,0.075,0.9239
14.94,101,0.176980386443282,0.176980386443282,34.667968999999985,0,0,1346.0,1150.0,-1825.0,0.0,0.075,0.9239
