network_time,device_id,ax,ay,az,gx,gy,gz,mx,my,mz,qw,qx,qy,qz,posX,posY,posZ,timestamp,elapsed_time
171135807258624.0,01:05:0A0D,-0.064684032,0.027000832,-1.107492864,0.01245184,0.00589824,0.0131072,42.991616,-3.670016,-32.768,-0.015237499,0.706221308,0.808087461,0.030584972,10.797,4.33,4.879,0.0,1.8793877e-05
171136092471296.0,01:05:0A0D,-0.064815104,0.027394048,-1.107689472,0.01179648,0.00589824,0.0131072,42.991616,-3.670016,-32.768,-0.015235425,0.706221956,0.808086963,0.03058423,10.797,4.33,4.879,0.0,0.000285212672
171136427441999.0,01:05:0A0D,-0.064815104,0.027394048,-1.107689472,0.01179648,0.00589824,0.0131072,42.991616,-3.670016,-32.768,-0.015235425,0.706221956,0.808086963,0.03058423,2.282,2.866,6.185,0.0,0.000334970703
171136444792832.0,01:05:0A0D,-0.064159744,0.027656192,-1.107820544,0.01245184,0.00589824,0.0131072,42.991616,-3.670016,-32.768,-0.015234925,0.706222538,0.808086546,0.030582038,2.282,2.866,6.185,0.0,1.7350833e-05
171136730005504.0,01:05:0A0D,-0.064487424,0.027721728,-1.107689472,0.01179648,0.00589824,0.0131072,42.991616,-3.670016,-32.768,-0.01523128,0.706223159,0.808086091,0.030581553,2.282,2.866,6.185,0.0,0.000285212672
171137066416299.0,01:05:0A0D,-0.064487424,0.027721728,-1.107689472,0.01179648,0.00589824,0.0131072,42.991616,-3.670016,-32.768,-0.01523128,0.706223159,0.808086091,0.030581553,2.281,2.865,6.185,0.0,0.000336410795
171137082327040.0,01:05:0A0D,-0.064684032,0.0278528,-1.107951616,0.01179648,0.00589824,0.0131072,42.991616,-3.670016,-32.768,-0.015228041,0.706223769,0.808085617,0.030581584,2.281,2.865,6.185,0.0,1.5910741e-05
171137367539712.0,01:05:0A0D,-0.064618496,0.027590656,-1.107951616,0.01179648,0.00589824,0.01376256,42.991616,-3.670016,-32.768,-0.015224834,0.706222216,0.808087016,0.030582056,2.281,2.865,6.185,0.0,0.000285212672
171137705387135.0,01:05:0A0D,-0.064618496,0.027590656,-1.107951616,0.01179648,0.00589824,0.01376256,42.991616,-3.670016,-32.768,-0.015224834,0.706222216,0.808087016,0.030582056,2.28,2.864,6.185,0.0,0.000337847423
171224005083136.0,01:05:0A0D,-0.065470464,0.027131904,-1.109590016,0.01114112,0.00524288,0.01376256,42.991616,-3.670016,-32.768,-0.015132191,0.706156399,0.808149218,0.030504109,2.28,2.864,6.185,0.0,0.086299696001
