elapsed_time,movement_counter,adjusted_acceleration,max_acceleration,adjusted_spin,direction_change,direction_change_signal,ball_pos_x,ball_pos_y,ball_pos_z,ball_distance_traveled,movement_time,speed,is_goal
0.0,0,0.0,0.002306133611091601,0.793457,1,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.0,0,0.002306133611091601,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.0,0,0.0015093876786092999,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.029,0,0.001473818295789001,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.03,0,0.0013437576355316994,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.03,0,0.0006786805716490017,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.074,0,0.0017540264023569018,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.074,0,-0.0008023090970352992,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.075,0,-0.0006398121157904987,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.119,0,-0.0003785227754457988,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.119,0,-0.0004056677899194998,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.12,0,-0.0008997241320327989,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.164,0,-0.002520004997633699,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.165,0,-0.0007377880333070998,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.165,0,-0.002535876780734199,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.209,0,-0.0011696937308956993,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
0.21,0,5.5711752361900166e-05,0.002306133611091601,0.793457,0,0,3657.0,3541.0,1317.0,0.0,0.0,0.0,0
