elapsed_time,adjusted_acceleration,adjusted_spin,direction_change,direction_change_signal,ball_pos_x,ball_pos_y,ball_pos_z
1.035,-0.00012551444248299834,0.793457,0,0,3657.0,3541.0,1317.0
1.064,0.0005396433187218001,0.793457,0,0,3657.0,3541.0,1317.0
1.064,0.00028690129368630184,0.793457,0,0,3657.0,3541.0,1317.0
1.065,-0.0011279672529978992,0.793457,0,0,3657.0,3541.0,1317.0
1.109,-0.00024131137994659949,0.793457,0,0,3657.0,3541.0,1317.0
1.109,-0.0012557226490014992,0.793457,0,0,3657.0,3541.0,1317.0
1.11,-0.0014483647917859985,0.793457,0,0,3657.0,3541.0,1317.0
1.154,0.0003037607399300011,0.793457,0,0,3657.0,3541.0,1317.0
1.155,-0.002554518007445,0.793457,0,0,3657.0,3541.0,1317.0
1.155,8.395192134830025e-05,0.793457,0,0,3657.0,3541.0,1317.0
1.199,0.0007624930189445,0.793457,0,0,3657.0,3541.0,1317.0
1.199,0.0009236728449304021,0.793457,0,0,3657.0,3541.0,1317.0
1.2,-0.0006696532998004996,0.793457,0,0,3657.0,3541.0,1317.0
1.244,-0.0007524702713770995,0.793457,0,0,3657.0,3541.0,1317.0
1.244,-5.5310640444899625e-05,0.793457,0,0,3657.0,3541.0,1317.0
1.245,0.00039831202459240066,0.793457,0,0,3657.0,3541.0,1317.0
1.29,-0.00038613079308329884,0.793457,0,0,3657.0,3541.0,1317.0
1.29,0.0016427372750278998,0.793457,0,0,3657.0,3541.0,1317.0
1.29,0.00013743614182880164,0.793457,0,0,3657.0,3541.0,1317.0
1.334,-0.0002998101648571984,0.793457,0,0,3657.0,3541.0,1317.0
1.334,-0.00045228405995309875,0.793457,0,0,3657.0,3541.0,1317.0
1.335,0.0004923231365071019,0.793457,0,0,3657.0,3541.0,1317.0
1.379,-0.00018518183536439872,0.793457,0,0,3657.0,3541.0,1317.0
1.379,-0.001350791051657899,0.793457,0,0,3657.0,3541.0,1317.0
1.38,0.00014254041904560033,0.793457,0,0,3657.0,3541.0,1317.0
1.424,-0.0007076826321525988,0.793457,0,0,3657.0,3541.0,1317.0
1.424,-0.0008156737881769988,0.793457,0,0,3657.0,3541.0,1317.0
1.425,0.0012738168521981025,0.793457,0,0,3657.0,3541.0,1317.0
1.469,0.00026656182145870164,0.793457,0,0,3657.0,3541.0,1317.0
1.47,0.00047692582399830145,0.793457,0,0,3657.0,3541.0,1317.0
1.47,0.0011939650299997006,0.793457,0,0,3657.0,3541.0,1317.0
1.514,0.000550251708742502,0.793457,0,0,3657.0,3541.0,1317.0
1.514,0.0011025772682612001,0.793457,0,0,3657.0,3541.0,1317.0
1.516,-0.00033857414935059907,0.793457,0,0,3657.0,3541.0,1317.0
1.573,0.0006918531690071009,0.793457,0,0,3657.0,3541.0,1317.0
1.604,0.0004104108881379017,0.793457,0,0,3657.0,3541.0,1317.0
1.614,0.0004104108881379017,0.06103500000000006,1,0,3657.0,3541.0,1317.0
1.615,-0.0005899964109276987,0.06103500000000006,0,0,3657.0,3541.0,1317.0
1.649,-0.0009876403466590987,0.183106,1,0,3657.0,3541.0,1317.0
1.65,0.0005914722362904013,0.183106,0,0,3657.0,3541.0,1317.0
1.694,0.0005914722362904013,0.183106,0,0,3657.0,3541.0,1317.0
1.695,0.0014031690587110995,0.183106,0,0,3657.0,3541.0,1317.0
1.739,1.3533384711900825e-05,0.183106,0,0,3657.0,3541.0,1317.0
1.74,0.0007069928385908999,0.183106,0,0,3657.0,3541.0,1317.0
1.784,0.0007069928385908999,0.183106,0,0,3657.0,3541.0,1317.0
1.843,-0.0005027818672603997,0.183106,0,0,3657.0,3541.0,1317.0
1.844,0.00014858019713700002,0.183106,0,0,3657.0,3541.0,1317.0
1.874,0.0010885053653755996,0.183106,0,0,3657.0,3541.0,1317.0
1.875,0.0010885053653755996,0.06103499999999995,1,0,3657.0,3541.0,1317.0
1.919,0.00011219877368470049,0.06103499999999995,0,0,3657.0,3541.0,1317.0
1.92,0.00033249522341190045,0.06103499999999995,0,0,3657.0,3541.0,1317.0
1.964,0.0002478832646291007,0.06103499999999995,0,0,3657.0,3541.0,1317.0
1.966,-0.0005467664001937989,0.06103499999999995,0,0,3657.0,3541.0,1317.0
