network_time,ax,ay,az,gx,gy,gz,mx,my,mz,qw,qx,qy,qz,posX,posY,posZ,timestamp
147832251673673.0,-0.769851392,0.014155776,0.096600064,-0.53346304,7.2286208,-2.21708288,47.18592,39.3216,-1.048576,0.645665364,-0.301233067,-0.787282878,-0.15963098,10.168,15.686,6.88,0.0
147832539447296.0,-0.637075456,-0.128647168,0.19759104,-0.4096,7.41277696,-2.14106112,47.18592,39.3216,-1.048576,0.576053917,-0.337129099,-0.832452233,-0.120210809,10.168,15.686,6.88,0.0
147832858214400.0,-0.492896256,-0.212074496,0.224722944,-0.37945344,7.38656256,-2.1364736,47.18592,39.3216,-1.048576,0.576053917,-0.337129099,-0.832452233,-0.120210809,10.168,15.686,6.88,0.0
147832220680192.0,-0.492896256,-0.212074496,0.224722944,-0.37945344,7.38656256,-2.1364736,47.18592,39.3216,-1.048576,0.599811417,-0.325530063,-0.818107002,-0.133711921,10.168,15.686,6.88,0.0
147832890660464.0,-0.492896256,-0.212074496,0.224722944,-0.37945344,7.38656256,-2.1364736,47.18592,39.3216,-1.048576,0.599811417,-0.325530063,-0.818107002,-0.133711921,10.161,15.699,6.9,0.0
147833176981504.0,-0.408682496,-0.201129984,0.159645696,-0.38731776,7.31447296,-2.16858624,47.18592,39.3216,-1.048576,0.527855764,-0.359578276,-0.858185719,-0.092252538,10.161,15.699,6.9,0.0
147833495748608.0,-0.398196736,-0.09797632,0.072024064,-0.42336256,7.26073344,-2.22691328,47.18592,39.3216,-1.048576,0.527855764,-0.359578276,-0.858185719,-0.092252538,10.161,15.699,6.9,0.0
147832858214400.0,-0.398196736,-0.09797632,0.072024064,-0.42336256,7.26073344,-2.22691328,47.18592,39.3216,-1.048576,0.552071466,-0.348426744,-0.845830844,-0.106337136,10.161,15.699,6.9,0.0
147833529627626.0,-0.398196736,-0.09797632,0.072024064,-0.42336256,7.26073344,-2.22691328,47.18592,39.3216,-1.048576,0.552071466,-0.348426744,-0.845830844,-0.106337136,10.156,15.715,6.919,0.0
147833814515712.0,-0.42205184,0.045809664,0.027459584,-0.43778048,7.24631552,-2.27278848,47.18592,39.3216,-1.048576,0.477947839,-0.381518774,-0.880243991,-0.064041451,10.156,15.715,6.919,0.0
147834133282816.0,-0.438566912,0.149618688,0.046727168,-0.4096,7.26204416,-2.27016704,47.18592,39.3216,-1.048576,0.477947839,-0.381518774,-0.880243991,-0.064041451,10.156,15.715,6.919,0.0
147833495748608.0,-0.438566912,0.149618688,0.046727168,-0.4096,7.26204416,-2.27016704,47.18592,39.3216,-1.048576,0.503186822,-0.370665792,-0.869613708,-0.078124227,10.156,15.715,6.919,0.0
147834168603566.0,-0.438566912,0.149618688,0.046727168,-0.4096,7.26204416,-2.27016704,47.18592,39.3216,-1.048576,0.503186822,-0.370665792,-0.869613708,-0.078124227,10.149,15.728,6.938,0.0
147834452049920.0,-0.422641664,0.17399808,0.043712512,-0.39911424,7.29677824,-2.21773824,47.18592,39.3216,-1.048576,0.425874383,-0.401517562,-0.899460442,-0.036153463,10.149,15.728,6.938,0.0
147834133282816.0,-0.422641664,0.17399808,0.043712512,-0.39911424,7.29677824,-2.21773824,47.18592,39.3216,-1.048576,0.452172228,-0.391841444,-0.890179715,-0.050021362,10.149,15.728,6.938,0.0
147834807594389.0,-0.422641664,0.17399808,0.043712512,-0.39911424,7.29677824,-2.21773824,47.18592,39.3216,-1.048576,0.452172228,-0.391841444,-0.890179715,-0.050021362,10.141,15.738,6.956,0.0
147834787594240.0,-0.362283008,0.111607808,-0.052953088,-0.44171264,7.35510528,-2.13581824,47.18592,39.3216,-1.048576,0.398875866,-0.410604196,-0.90813953,-0.022501892,10.141,15.738,6.956,0.0
147835089584128.0,-0.296615936,-0.015925248,-0.229179392,-0.43778048,7.3990144,-2.09649664,50.855936,15.72864,-18.35008,0.371210792,-0.419245916,-0.916123172,-0.008674436,10.141,15.738,6.956,0.0
147835408351232.0,-0.310444032,-0.16646144,-0.474021888,-0.35651584,7.3465856,-2.13188608,50.855936,15.72864,-18.35008,0.371210792,-0.419245916,-0.916123172,-0.008674436,10.141,15.738,6.956,0.0
147835446558296.0,-0.310444032,-0.16646144,-0.474021888,-0.35651584,7.3465856,-2.13188608,50.855936,15.72864,-18.35008,0.371210792,-0.419245916,-0.916123172,-0.008674436,10.133,15.75,6.971,0.0
147835727118336.0,-0.41484288,-0.308477952,-0.838139904,-0.33292288,7.14473472,-2.21118464,50.855936,15.72864,-18.35008,0.315816469,-0.435951948,-0.928829776,0.020065055,10.133,15.75,6.971,0.0
147836045885440.0,-0.495845376,-0.425787392,-1.425670144,-0.40435712,6.89897472,-2.2675456,50.855936,15.72864,-18.35008,0.315816469,-0.435951948,-0.928829776,0.020065055,10.133,15.75,6.971,0.0
147835408351232.0,-0.495845376,-0.425787392,-1.425670144,-0.40435712,6.89897472,-2.2675456,50.855936,15.72864,-18.35008,0.34333922,-0.427620891,-0.923118583,0.005669003,10.133,15.75,6.971,0.0
147836085536508.0,-0.495845376,-0.425787392,-1.425670144,-0.40435712,6.89897472,-2.2675456,50.855936,15.72864,-18.35008,0.34333922,-0.427620891,-0.923118583,0.005669003,10.131,15.762,6.984,0.0
147836364652544.0,-0.560136192,-0.577241088,-2.01392128,-0.46465024,6.832128,-2.23084544,50.855936,15.72864,-18.35008,0.26125319,-0.45214053,-0.937014517,0.047339313,10.131,15.762,6.984,0.0
147836683419648.0,-0.586022912,-0.781385728,-2.147483648,-0.5111808,7.0221824,-2.12795392,50.855936,15.72864,-18.35008,0.26125319,-0.45214053,-0.937014517,0.047339313,10.131,15.762,6.984,0.0
147836045885440.0,-0.586022912,-0.781385728,-2.147483648,-0.5111808,7.0221824,-2.12795392,50.855936,15.72864,-18.35008,0.288721514,-0.444251128,-0.933302018,0.033906765,10.131,15.762,6.984,0.0
147836724517244.0,-0.586022912,-0.781385728,-2.147483648,-0.5111808,7.0221824,-2.12795392,50.855936,15.72864,-18.35008,0.288721514,-0.444251128,-0.933302018,0.033906765,10.124,15.769,6.995,0.0
147837002186752.0,-0.511705088,-0.94568448,-2.147483648,-0.5013504,7.36559104,-2.08207872,50.855936,15.72864,-18.35008,0.20273956,-0.465693887,-0.943034933,0.075049932,10.124,15.769,6.995,0.0
147837320953856.0,-0.344981504,-0.974258176,-2.026176512,-0.44105728,7.61462784,-2.14892544,50.855936,15.72864,-18.35008,0.20273956,-0.465693887,-0.943034933,0.075049932,10.124,15.769,6.995,0.0
147836683419648.0,-0.344981504,-0.974258176,-2.026176512,-0.44105728,7.61462784,-2.14892544,50.855936,15.72864,-18.35008,0.232600397,-0.459275937,-0.94031136,0.060817094,10.124,15.769,6.995,0.0
147837363501109.0,-0.344981504,-0.974258176,-2.026176512,-0.44105728,7.61462784,-2.14892544,50.855936,15.72864,-18.35008,0.232600397,-0.459275937,-0.94031136,0.060817094,10.118,15.777,7.004,0.0
147837639720960.0,-0.198049792,-0.881917952,-1.625227264,-0.37224448,7.63363328,-2.26623488,50.855936,15.72864,-18.35008,0.141300125,-0.477669682,-0.945311793,0.105702732,10.118,15.777,7.004,0.0
147837958488064.0,-0.156762112,-0.669646848,-1.382023168,-0.41025536,7.4678272,-2.35995136,50.855936,15.72864,-18.35008,0.141300125,-0.477669682,-0.945311793,0.105702732,10.118,15.777,7.004,0.0
147837320953856.0,-0.156762112,-0.669646848,-1.382023168,-0.41025536,7.4678272,-2.35995136,50.855936,15.72864,-18.35008,0.172061791,-0.471748333,-0.944794967,0.090178841,10.118,15.777,7.004,0.0
147838002470662.0,-0.156762112,-0.669646848,-1.382023168,-0.41025536,7.4678272,-2.35995136,50.855936,15.72864,-18.35008,0.172061791,-0.471748333,-0.944794967,0.090178841,10.111,15.781,7.0,0.0
147838277255168.0,-0.209321984,-0.4030464,-1.308360704,-0.50397184,7.3007104,-2.37830144,50.855936,15.72864,-18.35008,0.081159804,-0.488968389,-0.942931617,0.134627147,10.111,15.781,7.0,0.0
147838596022272.0,-0.309526528,-0.192086016,-1.251147776,-0.55508992,7.2482816,-2.33111552,50.855936,15.72864,-18.35008,0.081159804,-0.488968389,-0.942931617,0.134627147,10.111,15.781,7.0,0.0
147837958488064.0,-0.309526528,-0.192086016,-1.251147776,-0.55508992,7.2482816,-2.33111552,50.855936,15.72864,-18.35008,0.111038105,-0.483491774,-0.944593297,0.120711434,10.111,15.781,7.0,0.0
147838641439719.0,-0.309526528,-0.192086016,-1.251147776,-0.55508992,7.2482816,-2.33111552,50.855936,15.72864,-18.35008,0.111038105,-0.483491774,-0.944593297,0.120711434,10.107,15.785,6.984,0.0
147838914789376.0,-0.369557504,-0.08126464,-1.092616192,-0.53936128,7.28891392,-2.27868672,50.855936,15.72864,-18.35008,0.021593396,-0.497944129,-0.937484135,0.160094875,10.107,15.785,6.984,0.0
147839233556480.0,-0.326893568,-0.062849024,-0.858587136,-0.4784128,7.35248384,-2.25837056,50.855936,15.72864,-18.35008,0.021593396,-0.497944129,-0.937484135,0.160094875,10.107,15.785,6.984,0.0
147838596022272.0,-0.326893568,-0.062849024,-0.858587136,-0.4784128,7.35248384,-2.25837056,50.855936,15.72864,-18.35008,0.051375603,-0.493806036,-0.94056073,0.147591196,10.107,15.785,6.984,0.0
147839280422300.0,-0.326893568,-0.062849024,-0.858587136,-0.4784128,7.35248384,-2.25837056,50.855936,15.72864,-18.35008,0.051375603,-0.493806036,-0.94056073,0.147591196,10.103,15.792,6.966,0.0
147839552323584.0,-0.230752256,-0.115212288,-0.60096512,-0.43515904,7.38852864,-2.24985088,50.855936,15.72864,-18.35008,-0.03794428,-0.504559386,-0.928741191,0.185314221,10.103,15.792,6.966,0.0
147839871090688.0,-0.151781376,-0.19234816,-0.446824448,-0.4521984,7.36165888,-2.23346688,50.855936,15.72864,-18.35008,-0.03794428,-0.504559386,-0.928741191,0.185314221,10.103,15.792,6.966,0.0
147839233556480.0,-0.151781376,-0.19234816,-0.446824448,-0.4521984,7.36165888,-2.23346688,50.855936,15.72864,-18.35008,-0.008166968,-0.501505697,-0.933568717,0.17261602,10.103,15.792,6.966,0.0
147839919405488.0,-0.151781376,-0.19234816,-0.446824448,-0.4521984,7.36165888,-2.23346688,50.855936,15.72864,-18.35008,-0.008166968,-0.501505697,-0.933568717,0.17261602,10.096,15.799,6.947,0.0
147840189857792.0,-0.137494528,-0.258080768,-0.401670144,-0.4816896,7.29350144,-2.21249536,50.855936,15.72864,-18.35008,-0.097143452,-0.509090826,-0.916506937,0.210537925,10.096,15.799,6.947,0.0
147840508624896.0,-0.190840832,-0.273088512,-0.411172864,-0.4947968,7.2351744,-2.21642752,50.855936,15.72864,-18.35008,-0.097143452,-0.509090826,-0.916506937,0.210537925,10.096,15.799,6.947,0.0
147839871090688.0,-0.190840832,-0.273088512,-0.411172864,-0.4947968,7.2351744,-2.21642752,50.855936,15.72864,-18.35008,-0.06766492,-0.507091269,-0.923034805,0.198010491,10.096,15.799,6.947,0.0
147840558372006.0,-0.190840832,-0.273088512,-0.411172864,-0.4947968,7.2351744,-2.21642752,50.855936,15.72864,-18.35008,-0.06766492,-0.507091269,-0.923034805,0.198010491,10.087,15.807,6.92,0.0
147840827392000.0,-0.255131648,-0.220659712,-0.388235264,-0.49938432,7.22599936,-2.25640448,50.855936,15.72864,-18.35008,-0.15517772,-0.51186317,-0.900944769,0.234810555,10.087,15.807,6.92,0.0
147841146159104.0,-0.274464768,-0.11599872,-0.30834688,-0.49938432,7.22599936,-2.25640448,50.855936,15.72864,-18.35008,-0.15517772,-0.51186317,-0.900944769,0.234810555,10.087,15.807,6.92,0.0
147840508624896.0,-0.274464768,-0.11599872,-0.30834688,-0.49938432,7.22599936,-2.25640448,50.855936,15.72864,-18.35008,-0.126279459,-0.510643807,-0.909157309,0.222824798,10.087,15.807,6.92,0.0
147841197361571.0,-0.274464768,-0.11599872,-0.30834688,-0.49938432,7.22599936,-2.25640448,50.855936,15.72864,-18.35008,-0.126279459,-0.510643807,-0.909157309,0.222824798,10.078,15.816,6.892,0.0
147841464926208.0,-0.241434624,-0.008192,-0.197984256,-0.49938432,7.2876032,-2.30948864,50.855936,15.72864,-18.35008,-0.212937986,-0.513213989,-0.881872209,0.257859894,10.078,15.816,6.892,0.0
147841783693312.0,-0.186318848,0.053280768,-0.104398848,-0.47972352,7.2941568,-2.2740992,50.855936,15.72864,-18.35008,-0.212937986,-0.513213989,-0.881872209,0.257859894,10.078,15.816,6.892,0.0
147841146159104.0,-0.186318848,0.053280768,-0.104398848,-0.50855936,7.25549056,-2.30096896,50.855936,15.72864,-18.35008,-0.184040468,-0.512753742,-0.89184749,0.246459457,10.078,15.816,6.892,0.0
147841836318762.0,-0.186318848,0.053280768,-0.104398848,-0.50855936,7.25549056,-2.30096896,50.855936,15.72864,-18.35008,-0.184040468,-0.512753742,-0.89184749,0.246459457,10.075,15.826,6.866,0.0
147842102460416.0,-0.142409728,0.059506688,-0.073465856,-0.4784128,7.27252992,-2.22429184,50.855936,15.72864,-18.35008,-0.27048978,-0.512416246,-0.859496909,0.280091835,10.075,15.826,6.866,0.0
147842421227520.0,-0.11239424,0.02523136,-0.09437184,-0.48037888,7.24697088,-2.19086848,50.855936,15.72864,-18.35008,-0.27048978,-0.512416246,-0.859496909,0.280091835,10.075,15.826,6.866,0.0
147841783693312.0,-0.11239424,0.02523136,-0.09437184,-0.48037888,7.24697088,-2.19086848,50.855936,15.72864,-18.35008,-0.241794709,-0.513120531,-0.871066828,0.269084973,10.075,15.826,6.866,0.0
147842475280536.0,-0.11239424,0.02523136,-0.09437184,-0.48037888,7.24697088,-2.19086848,50.855936,15.72864,-18.35008,-0.241794709,-0.513120531,-0.871066828,0.269084973,10.067,15.835,6.843,0.0
147842739994624.0,-0.050987008,-0.028114944,-0.155451392,-0.47644672,7.23714048,-2.19152384,50.855936,15.72864,-18.35008,-0.326965622,-0.509401301,-0.834075528,0.301402242,10.067,15.835,6.843,0.0
147843058761728.0,0.115408896,-0.102760448,-0.179699712,-0.45678592,7.26073344,-2.2249472,42.860544,-3.538944,4.849664,-0.326965622,-0.509401301,-0.834075528,0.301402242,10.067,15.835,6.843,0.0
147842421227520.0,0.115408896,-0.102760448,-0.179699712,-0.45678592,7.26073344,-2.2249472,42.860544,-3.538944,4.849664,-0.298895647,-0.511144289,-0.847180201,0.290860994,10.067,15.835,6.843,0.0
147843114259225.0,0.115408896,-0.102760448,-0.179699712,-0.45678592,7.26073344,-2.2249472,42.860544,-3.538944,4.849664,-0.298895647,-0.511144289,-0.847180201,0.290860994,10.06,15.841,6.819,0.0
147843377528832.0,0.375128064,-0.15368192,-0.206045184,-0.4882432,7.32102656,-2.29507072,42.860544,-3.538944,4.849664,-0.38263368,-0.504700782,-0.805070242,0.3219503,10.06,15.841,6.819,0.0
147843696295936.0,0.803930112,-0.180027392,-0.2441216,-0.54853632,7.43899136,-2.4117248,42.860544,-3.538944,4.849664,-0.38263368,-0.504700782,-0.805070242,0.3219503,10.06,15.841,6.819,0.0
147843058761728.0,0.803930112,-0.180027392,-0.2441216,-0.54853632,7.43899136,-2.4117248,42.860544,-3.538944,4.849664,-0.354763721,-0.507270796,-0.820078929,0.311786938,10.06,15.841,6.819,0.0
147843753229827.0,0.803930112,-0.180027392,-0.2441216,-0.54853632,7.43899136,-2.4117248,42.860544,-3.538944,4.849664,-0.354763721,-0.507270796,-0.820078929,0.311786938,10.058,15.847,6.798,0.0
147844015063040.0,1.345323008,-0.212992,-0.274202624,-0.60030976,7.45734144,-2.63323648,42.860544,-3.538944,4.849664,-0.43946022,-0.498681159,-0.771268998,0.340965471,10.058,15.847,6.798,0.0
147844333830144.0,1.851326464,-0.136511488,-0.26181632,-0.54591488,7.39311616,-3.02514176,42.860544,-3.538944,4.849664,-0.43946022,-0.498681159,-0.771268998,0.340965471,10.058,15.847,6.798,0.0
147843696295936.0,1.851326464,-0.136511488,-0.26181632,-0.54591488,7.39311616,-3.02514176,42.860544,-3.538944,4.849664,-0.4109159,-0.501691979,-0.788847385,0.331805043,10.058,15.847,6.798,0.0
147844392214979.0,1.851326464,-0.136511488,-0.26181632,-0.54591488,7.39311616,-3.02514176,42.860544,-3.538944,4.849664,-0.4109159,-0.501691979,-0.788847385,0.331805043,10.059,15.86,6.781,0.0
147844652597248.0,2.147418112,0.07012352,-0.140640256,-0.24379392,7.38197504,-3.4308096,42.860544,-3.538944,4.849664,-0.496167961,-0.495429657,-0.730476502,0.357340723,10.059,15.86,6.781,0.0
147844971364352.0,2.147418112,0.273547264,0.163381248,-0.09764864,7.43964672,-3.56122624,42.860544,-3.538944,4.849664,-0.496167961,-0.495429657,-0.730476502,0.357340723,10.059,15.86,6.781,0.0
147844333830144.0,2.147418112,0.273547264,0.163381248,-0.09764864,7.43964672,-3.56122624,42.860544,-3.538944,4.849664,-0.467986317,-0.496436728,-0.751977121,0.349272521,10.059,15.86,6.781,0.0
147845031194693.0,2.147418112,0.273547264,0.163381248,-0.09764864,7.43964672,-3.56122624,42.860544,-3.538944,4.849664,-0.467986317,-0.496436728,-0.751977121,0.349272521,10.061,15.876,6.767,0.0
147845290131456.0,2.147418112,0.374669312,0.313065472,-0.25165824,7.35444992,-3.39410944,42.860544,-3.538944,4.849664,-0.551609569,-0.492328448,-0.683899149,0.372213701,10.061,15.876,6.767,0.0
147845608898560.0,2.072641536,0.394919936,0.340066304,-0.41877504,7.11262208,-3.1522816,42.860544,-3.538944,4.849664,-0.551609569,-0.492328448,-0.683899149,0.372213701,10.061,15.876,6.767,0.0
147844971364352.0,2.072641536,0.394919936,0.340066304,-0.41877504,7.11262208,-3.1522816,42.860544,-3.538944,4.849664,-0.52412515,-0.494504308,-0.70735193,0.365148008,10.061,15.876,6.767,0.0
147845670159637.0,2.072641536,0.394919936,0.340066304,-0.41877504,7.11262208,-3.1522816,42.860544,-3.538944,4.849664,-0.52412515,-0.494504308,-0.70735193,0.365148008,10.057,15.892,6.761,0.0
147845927665664.0,1.636564992,0.409206784,0.250478592,-0.59113472,6.92912128,-2.92487168,42.860544,-3.538944,4.849664,-0.602779655,-0.484339167,-0.638478365,0.383847808,10.057,15.892,6.761,0.0
147846246432768.0,1.195835392,0.350224384,0.019922944,-0.72679424,6.86227456,-2.66338304,42.860544,-3.538944,4.849664,-0.602779655,-0.484339167,-0.638478365,0.383847808,10.057,15.892,6.761,0.0
147845608898560.0,1.195835392,0.350224384,0.019922944,-0.72679424,6.86227456,-2.66338304,42.860544,-3.538944,4.849664,-0.577827868,-0.488934889,-0.660899815,0.378405293,10.057,15.892,6.761,0.0
147846309132931.0,1.195835392,0.350224384,0.019922944,-0.72679424,6.86227456,-2.66338304,42.860544,-3.538944,4.849664,-0.577827868,-0.488934889,-0.660899815,0.378405293,10.051,15.909,6.757,0.0
147846565199872.0,0.83427328,0.195690496,-0.150601728,-0.7634944,6.91011584,-2.43400704,42.860544,-3.538944,4.849664,-0.64904954,-0.471813812,-0.59486928,0.393926978,10.051,15.909,6.757,0.0
147846883966976.0,0.63930368,0.015138816,-0.159449088,-0.7077888,7.01693952,-2.30162432,42.860544,-3.538944,4.849664,-0.64904954,-0.471813812,-0.59486928,0.393926978,10.051,15.909,6.757,0.0
147846246432768.0,0.63930368,0.015138816,-0.159449088,-0.7077888,7.01693952,-2.30162432,42.860544,-3.538944,4.849664,-0.626516522,-0.478554339,-0.616573992,0.388871196,10.051,15.909,6.757,0.0
147846948124094.0,0.63930368,0.015138816,-0.159449088,-0.7077888,7.01693952,-2.30162432,42.860544,-3.538944,4.849664,-0.626516522,-0.478554339,-0.616573992,0.388871196,10.044,15.93,6.753,0.0
147960750931968.0,-0.685441024,-0.396558336,-0.417595392,0.50003968,3.86924544,-2.21315072,42.860544,-3.538944,4.849664,-0.417285151,0.196529242,0.95948323,-0.139867059,10.044,15.93,6.753,0.0
147961069699072.0,-0.56754176,-0.388169728,-0.44924928,0.63832064,3.60579072,-2.41762304,42.860544,-3.538944,4.849664,-0.402686276,0.202675666,0.962974342,-0.149560212,10.044,15.93,6.753,0.0
147961324832265.0,-0.56754176,-0.388169728,-0.44924928,0.63832064,3.60579072,-2.41762304,42.860544,-3.538944,4.849664,-0.402686276,0.202675666,0.962974342,-0.149560212,9.178,17.588,7.109,0.0
147961388466176.0,-0.536870912,-0.32374784,-0.546635776,0.70385664,3.35806464,-2.61554176,42.860544,-3.538944,4.849664,-0.388723159,0.209602777,0.965615043,-0.159593466,9.178,17.588,7.109,0.0
147961707233280.0,-0.564068352,-0.26443776,-0.64815104,0.7340032,3.16080128,-2.71712256,42.860544,-3.538944,4.849664,-0.375257974,0.216910931,0.967631841,-0.169532367,9.178,17.588,7.109,0.0
147961963802514.0,-0.564068352,-0.26443776,-0.64815104,0.7340032,3.16080128,-2.71712256,42.860544,-3.538944,4.849664,-0.375257974,0.216910931,0.967631841,-0.169532367,9.182,17.588,7.144,0.0
147962026000384.0,-0.59834368,-0.29261824,-0.691666944,0.82051072,3.03824896,-2.768896,42.860544,-3.538944,4.849664,-0.362162126,0.224259782,0.969139642,-0.179543872,9.182,17.588,7.144,0.0
147962344767488.0,-0.638779392,-0.317128704,-0.74317824,0.82378752,3.01006848,-2.82918912,42.860544,-3.538944,4.849664,-0.349077642,0.231781754,0.970265593,-0.189547356,9.182,17.588,7.144,0.0
147962602801012.0,-0.638779392,-0.317128704,-0.74317824,0.82378752,3.01006848,-2.82918912,42.860544,-3.538944,4.849664,-0.349077642,0.231781754,0.970265593,-0.189547356,9.186,17.587,7.178,0.0
147962663534592.0,-0.651886592,-0.351469568,-0.786628608,0.71630848,3.06446336,-2.82263552,42.860544,-3.538944,4.849664,-0.33563293,0.239299371,0.971278245,-0.199063861,9.186,17.587,7.178,0.0
147962982301696.0,-0.614465536,-0.428015616,-0.759300096,0.7012352,3.14769408,-2.76496384,52.297728,26.083328,-5.111808,-0.321824363,0.24646745,0.972190194,-0.208448088,9.186,17.587,7.178,0.0
147963241773692.0,-0.614465536,-0.428015616,-0.759300096,0.7012352,3.14769408,-2.76496384,52.297728,26.083328,-5.111808,-0.321824363,0.24646745,0.972190194,-0.208448088,9.194,17.588,7.21,0.0
147963301068800.0,-0.560201728,-0.501219328,-0.6684672,0.75890688,3.20929792,-2.71843328,52.297728,26.083328,-5.111808,-0.307814332,0.253279548,0.972853964,-0.218120324,9.194,17.588,7.21,0.0
147963619835904.0,-0.491388928,-0.52297728,-0.622526464,0.73334784,3.22568192,-2.70336,52.297728,26.083328,-5.111808,-0.293707706,0.259997449,0.973225658,-0.227794714,9.194,17.588,7.21,0.0
147963880740026.0,-0.491388928,-0.52297728,-0.622526464,0.73334784,3.22568192,-2.70336,52.297728,26.083328,-5.111808,-0.293707706,0.259997449,0.973225658,-0.227794714,9.201,17.595,7.217,0.0
147963938603008.0,-0.420347904,-0.50102272,-0.6586368,0.66060288,3.2145408,-2.70139392,52.297728,26.083328,-5.111808,-0.279474872,0.266743072,0.973350429,-0.237175832,9.201,17.595,7.217,0.0
147964257370112.0,-0.393216,-0.460521472,-0.71401472,0.61997056,3.20864256,-2.68894208,52.297728,26.083328,-5.111808,-0.265052656,0.273427109,0.97327346,-0.246262016,9.201,17.595,7.217,0.0
147964519734706.0,-0.393216,-0.460521472,-0.71401472,0.61997056,3.20864256,-2.68894208,52.297728,26.083328,-5.111808,-0.265052656,0.273427109,0.97327346,-0.246262016,9.208,17.599,7.221,0.0
147964576137216.0,-0.398852096,-0.426180608,-0.759693312,0.59899904,3.21519616,-2.6607616,52.297728,26.083328,-5.111808,-0.250481792,0.279927247,0.973019692,-0.255056444,9.208,17.599,7.221,0.0
147964894904320.0,-0.39616512,-0.442499072,-0.804388864,0.56885248,3.2342016,-2.61619712,52.297728,26.083328,-5.111808,-0.235789065,0.286159249,0.972624044,-0.263515413,9.208,17.599,7.221,0.0
147965158695120.0,-0.39616512,-0.442499072,-0.804388864,0.56885248,3.2342016,-2.61619712,52.297728,26.083328,-5.111808,-0.235789065,0.286159249,0.972624044,-0.263515413,9.21,17.602,7.222,0.0
147965213671424.0,-0.368705536,-0.500170752,-0.840630272,0.540672,3.2768,-2.58015232,52.297728,26.083328,-5.111808,-0.220884371,0.292142337,0.97207489,-0.271762509,9.21,17.602,7.222,0.0
147965532438528.0,-0.319684608,-0.56492032,-0.847314944,0.53673984,3.33447168,-2.572288,52.297728,26.083328,-5.111808,-0.20569307,0.297961493,0.971298701,-0.280017225,9.21,17.602,7.222,0.0
147965797674648.0,-0.319684608,-0.56492032,-0.847314944,0.53673984,3.33447168,-2.572288,52.297728,26.083328,-5.111808,-0.20569307,0.297961493,0.971298701,-0.280017225,9.211,17.605,7.223,0.0
147965851205632.0,-0.26935296,-0.619053056,-0.849936384,0.52363264,3.36461824,-2.5657344,52.297728,26.083328,-5.111808,-0.190306676,0.30366148,0.970259271,-0.288256005,9.211,17.605,7.223,0.0
147966169972736.0,-0.229769216,-0.659357696,-0.869203968,0.50528256,3.35806464,-2.54672896,52.297728,26.083328,-5.111808,-0.174881453,0.309231254,0.968951564,-0.296389741,9.211,17.605,7.223,0.0
147966436660633.0,-0.229769216,-0.659357696,-0.869203968,0.50528256,3.35806464,-2.54672896,52.297728,26.083328,-5.111808,-0.174881453,0.309231254,0.968951564,-0.296389741,9.209,17.607,7.223,0.0
147966488739840.0,-0.197459968,-0.674889728,-0.89325568,0.4980736,3.34954496,-2.53493248,52.297728,26.083328,-5.111808,-0.159440509,0.314683092,0.967368711,-0.304421674,9.209,17.607,7.223,0.0
147966807506944.0,-0.167051264,-0.664141824,-0.912719872,0.49610752,3.35806464,-2.5329664,52.297728,26.083328,-5.111808,-0.143919287,0.320024477,0.96551958,-0.312353993,9.209,17.607,7.223,0.0
147967075629806.0,-0.167051264,-0.664141824,-0.912719872,0.49610752,3.35806464,-2.5329664,52.297728,26.083328,-5.111808,-0.143919287,0.320024477,0.96551958,-0.312353993,9.206,17.609,7.223,0.0
147967126274048.0,-0.128253952,-0.641859584,-0.914030592,0.49545216,3.37444864,-2.5264128,52.297728,26.083328,-5.111808,-0.128296333,0.325224821,0.963424027,-0.320163261,9.206,17.609,7.223,0.0
147967461818368.0,-0.086704128,-0.632487936,-0.900530176,0.50003968,3.3816576,-2.51199488,52.297728,26.083328,-5.111808,-0.112619218,0.330266618,0.961077766,-0.327859579,9.206,17.609,7.223,0.0
147967714606827.0,-0.086704128,-0.632487936,-0.900530176,0.50003968,3.3816576,-2.51199488,52.297728,26.083328,-5.111808,-0.112619218,0.330266618,0.961077766,-0.327859579,9.203,17.612,7.222,0.0
147967780585472.0,-0.040501248,-0.641204224,-0.891158528,0.4980736,3.37444864,-2.4969216,52.297728,26.083328,-5.111808,-0.096947153,0.335169029,0.958472736,-0.335431795,9.203,17.612,7.222,0.0
147968099352576.0,0.00688128,-0.669581312,-0.887750656,0.48627712,3.35609856,-2.49233408,52.297728,26.083328,-5.111808,-0.081298522,0.339992181,0.955598817,-0.342853133,9.203,17.612,7.222,0.0
147968353568989.0,0.00688128,-0.669581312,-0.887750656,0.48627712,3.35609856,-2.49233408,52.297728,26.083328,-5.111808,-0.081298522,0.339992181,0.955598817,-0.342853133,9.2,17.615,7.221,0.0
147968418119680.0,0.04456448,-0.691535872,-0.886833152,0.46006272,3.34364672,-2.5034752,52.297728,26.083328,-5.111808,-0.065618822,0.344788937,0.952452938,-0.350099505,9.2,17.615,7.221,0.0
147968736886784.0,0.070582272,-0.708509696,-0.870252544,0.43450368,3.342336,-2.52510208,52.297728,26.083328,-5.111808,-0.04986821,0.349575113,0.94903111,-0.357172027,9.2,17.615,7.221,0.0
147968992566068.0,0.070582272,-0.708509696,-0.870252544,0.43450368,3.342336,-2.52510208,52.297728,26.083328,-5.111808,-0.04986821,0.349575113,0.94903111,-0.357172027,9.196,17.62,7.219,0.0
