,timestamp,ax,ay,az,ball_pos_x,ball_pos_y,ball_pos_z,gx,gy,gz,mx,my,mz,player_pos_x,player_pos_y,player_pos_z,accel_abs,spin_abs
1007,18:09:06.838000,0.389892578125,0.85791015625,0.2362060546875,981.0,1527.0,-956.0,-0.42724609375,-0.79345703125,-1.3427734375,-40.1123046875,102.880859375,45.69091796875,2967.0,1689.0,745.0,-0.0084963412601613,-4.079901123046875
1008,18:09:06.839000,0.389892578125,0.85791015625,0.2362060546875,981.0,1527.0,-956.0,-0.42724609375,-0.79345703125,-1.3427734375,-39.013671875,102.91748046875,44.17724609375,2967.0,1689.0,745.0,-0.0084963412601613,-4.079901123046875
1009,18:09:06.844000,0.389892578125,0.85791015625,0.2362060546875,986.0,1529.0,-955.0,-0.42724609375,-0.79345703125,-1.3427734375,-39.013671875,102.91748046875,44.17724609375,2967.0,1689.0,745.0,-0.0084963412601613,-4.079901123046875
1010,18:09:06.886000,0.3900146484375,0.8538818359375,0.2369384765625,986.0,1529.0,-955.0,-0.42724609375,-0.79345703125,-1.3427734375,-39.013671875,102.91748046875,44.17724609375,2967.0,1689.0,745.0,-0.011823643432881226,-4.079901123046875
1011,18:09:06.887000,0.3900146484375,0.8538818359375,0.2369384765625,986.0,1529.0,-955.0,-0.06103515625,-0.8544921875,-1.15966796875,-39.34326171875,102.24609375,45.849609375,2967.0,1689.0,745.0,-0.011823643432881226,-0.5828430175781251
1012,18:09:06.935000,0.39013671875,0.85546875,0.2393798828125,986.0,1529.0,-955.0,0.244140625,-1.03759765625,-1.15966796875,-39.34326171875,102.24609375,45.849609375,2967.0,1689.0,745.0,-0.009775196235993322,2.3313720703125003
1013,18:09:06.954000,0.39013671875,0.85546875,0.2393798828125,1003.0,1535.0,-938.0,0.244140625,-1.03759765625,-1.15966796875,-39.34326171875,102.24609375,45.849609375,2967.0,1689.0,745.0,-0.009775196235993322,2.3313720703125003
1014,18:09:06.960000,0.39013671875,0.85546875,0.2393798828125,1003.0,1535.0,-938.0,0.244140625,-1.03759765625,-1.15966796875,-39.34326171875,102.24609375,45.849609375,3183.0,1773.0,919.0,-0.009775196235993322,2.3313720703125003
1015,18:09:06.984000,0.39013671875,0.85546875,0.2393798828125,1003.0,1535.0,-938.0,0.244140625,-1.03759765625,-1.15966796875,-40.02685546875,101.7578125,46.61865234375,3183.0,1773.0,919.0,-0.009775196235993322,2.3313720703125003
1016,18:09:06.997000,0.39013671875,0.85546875,0.2393798828125,1003.0,1535.0,-938.0,0.244140625,-1.03759765625,-1.15966796875,-40.02685546875,101.7578125,46.61865234375,3287.0,1888.0,965.0,-0.009775196235993322,2.3313720703125003
1017,18:09:07.029000,0.39013671875,0.85546875,0.2393798828125,1030.0,1532.0,-898.0,0.244140625,-1.03759765625,-1.15966796875,-40.02685546875,101.7578125,46.61865234375,3287.0,1888.0,965.0,-0.009775196235993322,2.3313720703125003
1018,18:09:07.111000,0.39013671875,0.85546875,0.2393798828125,1030.0,1532.0,-898.0,0.244140625,-1.03759765625,-1.15966796875,-40.02685546875,101.7578125,46.61865234375,3453.0,1927.0,461.0,-0.009775196235993322,2.3313720703125003
1019,18:09:07.130000,0.3909912109375,0.8555908203125,0.2421875,1030.0,1532.0,-898.0,0.244140625,-1.03759765625,-1.15966796875,-40.02685546875,101.7578125,46.61865234375,3453.0,1927.0,461.0,-0.008627484437798594,2.3313720703125003
1020,18:09:07.131000,0.3909912109375,0.8555908203125,0.2421875,1030.0,1532.0,-898.0,0.06103515625,-1.03759765625,-1.220703125,-39.3798828125,102.392578125,45.25146484375,3453.0,1927.0,461.0,-0.008627484437798594,0.5828430175781251
1021,18:09:07.132000,0.3917236328125,0.8524169921875,0.245849609375,1030.0,1532.0,-898.0,0.06103515625,-1.03759765625,-1.220703125,-39.3798828125,102.392578125,45.25146484375,3453.0,1927.0,461.0,-0.010204060895464995,0.5828430175781251
1022,18:09:07.143000,0.3917236328125,0.8524169921875,0.245849609375,1030.0,1532.0,-898.0,0.06103515625,-1.03759765625,-1.220703125,-39.3798828125,102.392578125,45.25146484375,3453.0,1927.0,461.0,-0.010204060895464995,0.5828430175781251
1023,18:09:07.224000,0.3917236328125,0.8524169921875,0.245849609375,1030.0,1532.0,-898.0,0.06103515625,-1.03759765625,-1.220703125,-39.3798828125,102.392578125,45.25146484375,3528.0,2074.0,174.0,-0.010204060895464995,0.5828430175781251
1024,18:09:07.228000,0.3917236328125,0.8524169921875,0.245849609375,1030.0,1532.0,-898.0,-0.18310546875,-0.732421875,-1.28173828125,-39.3798828125,102.392578125,45.25146484375,3528.0,2074.0,174.0,-0.010204060895464995,-1.748529052734375
1025,18:09:07.229000,0.3951416015625,0.847900390625,0.24658203125,1030.0,1532.0,-898.0,-0.18310546875,-0.732421875,-1.28173828125,-39.70947265625,102.783203125,45.1171875,3528.0,2074.0,174.0,-0.012593851661681255,-1.748529052734375
1026,18:09:07.255000,0.3951416015625,0.847900390625,0.24658203125,1015.0,1539.0,-924.0,-0.18310546875,-0.732421875,-1.28173828125,-39.70947265625,102.783203125,45.1171875,3528.0,2074.0,174.0,-0.012593851661681255,-1.748529052734375
1027,18:09:07.276000,0.3951416015625,0.847900390625,0.24658203125,1015.0,1539.0,-924.0,-1.28173828125,-0.1220703125,-1.3427734375,-39.70947265625,102.783203125,45.1171875,3528.0,2074.0,174.0,-0.012593851661681255,-1.1656860351562501
1028,18:09:07.277000,0.3951416015625,0.847900390625,0.24658203125,1015.0,1539.0,-924.0,-1.28173828125,-0.1220703125,-1.3427734375,-40.2099609375,102.7099609375,44.9462890625,3528.0,2074.0,174.0,-0.012593851661681255,-1.1656860351562501
1029,18:09:07.298000,0.3951416015625,0.847900390625,0.24658203125,1015.0,1539.0,-924.0,-1.28173828125,-0.1220703125,-1.3427734375,-40.2099609375,102.7099609375,44.9462890625,3670.0,2167.0,-193.0,-0.012593851661681255,-1.1656860351562501
1030,18:09:07.325000,0.3994140625,0.8458251953125,0.242919921875,1015.0,1539.0,-924.0,-1.708984375,0.06103515625,-0.91552734375,-40.2099609375,102.7099609375,44.9462890625,3670.0,2167.0,-193.0,-0.013582935378343541,0.5828430175781251
1031,18:09:07.326000,0.3994140625,0.8458251953125,0.242919921875,1015.0,1539.0,-924.0,-1.708984375,0.06103515625,-0.91552734375,-39.85595703125,103.08837890625,46.1669921875,3670.0,2167.0,-193.0,-0.013582935378343541,0.5828430175781251
1032,18:09:07.328000,0.4007568359375,0.8499755859375,0.2410888671875,1015.0,1539.0,-924.0,-1.708984375,0.06103515625,-0.91552734375,-39.85595703125,103.08837890625,46.1669921875,3670.0,2167.0,-193.0,-0.00985136184078228,0.5828430175781251
1033,18:09:07.329000,0.4007568359375,0.8499755859375,0.2410888671875,1004.0,1543.0,-948.0,-1.708984375,0.06103515625,-0.91552734375,-39.85595703125,103.08837890625,46.1669921875,3670.0,2167.0,-193.0,-0.00985136184078228,0.5828430175781251
1034,18:09:07.374000,0.4007568359375,0.8499755859375,0.2410888671875,1004.0,1543.0,-948.0,-1.28173828125,0.0,-0.42724609375,-40.3564453125,102.0263671875,46.13037109375,3670.0,2167.0,-193.0,-0.00985136184078228,0.0
1035,18:09:07.405000,0.4007568359375,0.8499755859375,0.2410888671875,1004.0,1543.0,-948.0,-1.28173828125,0.0,-0.42724609375,-40.3564453125,102.0263671875,46.13037109375,3806.0,2222.0,60.0,-0.00985136184078228,0.0
1036,18:09:07.439000,0.4007568359375,0.8499755859375,0.2410888671875,1014.0,1532.0,-925.0,-1.28173828125,0.0,-0.42724609375,-40.3564453125,102.0263671875,46.13037109375,3806.0,2222.0,60.0,-0.00985136184078228,0.0
1037,18:09:07.471000,0.40087890625,0.85009765625,0.2392578125,1014.0,1532.0,-925.0,-1.28173828125,0.0,-0.42724609375,-40.3564453125,102.0263671875,46.13037109375,3806.0,2222.0,60.0,-0.010147318671425931,0.0
1038,18:09:07.472000,0.40087890625,0.85009765625,0.2392578125,1014.0,1532.0,-925.0,-0.79345703125,-0.1220703125,-0.1220703125,-40.3564453125,102.0263671875,46.13037109375,3806.0,2222.0,60.0,-0.010147318671425931,-1.1656860351562501
1039,18:09:07.473000,0.40087890625,0.85009765625,0.2392578125,1014.0,1532.0,-925.0,-0.79345703125,-0.1220703125,-0.1220703125,-40.2099609375,102.74658203125,44.8486328125,3806.0,2222.0,60.0,-0.010147318671425931,-1.1656860351562501
1040,18:09:07.520000,0.4012451171875,0.8472900390625,0.2410888671875,1014.0,1532.0,-925.0,-0.79345703125,-0.1220703125,-0.1220703125,-40.2099609375,102.74658203125,44.8486328125,3806.0,2222.0,60.0,-0.01200108665190358,-1.1656860351562501
1041,18:09:07.521000,0.4012451171875,0.8472900390625,0.2410888671875,1014.0,1532.0,-925.0,-0.67138671875,-0.732421875,-0.30517578125,-40.13671875,102.587890625,45.556640625,3923.0,2275.0,-111.0,-0.01200108665190358,-2.914215087890625
1042,18:09:07.522000,0.4019775390625,0.84765625,0.246826171875,1014.0,1532.0,-925.0,-0.67138671875,-0.732421875,-0.30517578125,-40.13671875,102.587890625,45.556640625,3923.0,2275.0,-111.0,-0.009932879024717511,-2.914215087890625
1043,18:09:07.557000,0.4019775390625,0.84765625,0.246826171875,1006.0,1523.0,-942.0,-0.67138671875,-0.732421875,-0.30517578125,-40.13671875,102.587890625,45.556640625,3923.0,2275.0,-111.0,-0.009932879024717511,-2.914215087890625
1044,18:09:07.575000,0.4019775390625,0.84765625,0.246826171875,1006.0,1523.0,-942.0,-0.30517578125,-0.91552734375,1.15966796875,-40.13671875,102.587890625,45.556640625,3923.0,2275.0,-111.0,-0.009932879024717511,11.074017333984376
1045,18:09:07.627000,0.4019775390625,0.84765625,0.246826171875,1008.0,1537.0,-945.0,-0.30517578125,-0.91552734375,1.15966796875,-40.13671875,102.587890625,45.556640625,3923.0,2275.0,-111.0,-0.009932879024717511,11.074017333984376
1046,18:09:07.635000,0.4019775390625,0.84765625,0.246826171875,1008.0,1537.0,-945.0,-0.30517578125,-0.91552734375,1.15966796875,-40.13671875,102.587890625,45.556640625,4026.0,2324.0,-309.0,-0.009932879024717511,11.074017333984376
1047,18:09:07.666000,0.4019775390625,0.84765625,0.246826171875,1008.0,1537.0,-945.0,-0.30517578125,-0.91552734375,1.15966796875,-40.12451171875,102.24609375,45.2880859375,4026.0,2324.0,-309.0,-0.009932879024717511,11.074017333984376
1048,18:09:07.705000,0.4019775390625,0.84765625,0.246826171875,1008.0,1537.0,-945.0,-0.30517578125,-0.91552734375,1.15966796875,-40.12451171875,102.24609375,45.2880859375,4151.0,2345.0,-436.0,-0.009932879024717511,11.074017333984376
1049,18:09:07.744000,0.4019775390625,0.84765625,0.246826171875,1028.0,1527.0,-907.0,-0.30517578125,-0.91552734375,1.15966796875,-40.12451171875,102.24609375,45.2880859375,4151.0,2345.0,-436.0,-0.009932879024717511,11.074017333984376
