ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.593121,0.356531,9.655638,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,20.33786,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,7,2022-01-10 17:27:08:599
-0.593121,0.356531,9.655638,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,20.33786,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,11,2022-01-10 17:27:08:603
-0.593121,0.356531,9.655638,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,20.33786,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,17,2022-01-10 17:27:08:609
-0.593121,0.356531,9.655638,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,20.33786,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,22,2022-01-10 17:27:08:614
-0.515354,0.291625,9.68465,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,20.33786,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,28,2022-01-10 17:27:08:620
-0.515354,0.291625,9.68465,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,19.8463,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,31,2022-01-10 17:27:08:623
-0.515354,0.291625,9.68465,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,19.8463,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,37,2022-01-10 17:27:08:629
-0.515354,0.291625,9.68465,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,19.8463,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,42,2022-01-10 17:27:08:634
-0.515354,0.291625,9.68465,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,19.8463,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,46,2022-01-10 17:27:08:638
-0.515354,0.291625,9.68465,-0.490349,0.350872,9.788096,-0.11945,0.02979,-0.047428,0.006525,-0.027563,-0.037683,75.0,7.425,-22.35,-30.825,194.6222,-1.9014,2.8216,1.97,19.8463,48.84385,2.352985,480.3461,NaN,0.0,20.748388,,7 / 25,52,2022-01-10 17:27:08:644
